site,year,pre_post_fire,postTime,plotid,obs,species,status,lifeform,layer_code,percent,notes
bearmountain,2019,prefire,,BM26,nr,quch,live,TR,TRE,0.5,
bearmountain,2019,prefire,,BM26,nr,quch,live,TR,TSA,tr,
bearmountain,2019,prefire,,BM26,nr,quke,live,TR,TRE,10,
bearmountain,2019,prefire,,BM26,nr,quke,live,TR,TSA,3,
bearmountain,2019,prefire,,BM26,nr,quke,dead,TR,TOV,3,
bearmountain,2019,prefire,,BM26,nr,riro,dead,SH,SL,0.5,
bearmountain,2019,prefire,,BM26,nr,riro,dead,SH,SM,0.5,
bearmountain,2019,prefire,,BM26,nr,salsco,live,TR,TRE,2,
bearmountain,2019,prefire,,BM26,nr,smallFgrass,live,GR,,tr,
bearmountain,2019,prefire,,BM26,nr,tallflower,live,FB,,tr,
bearmountain,2019,prefire,,BM26,nr,unkblackseeds,live,FB,,tr,
bearmountain,2019,prefire,,BM26,nr,unkflw1,live,FB,,tr,
bearmountain,2019,prefire,,BM26,nr,unkfuzzy,live,FB,,tr,
bearmountain,2019,prefire,,BM26,nr,unkrose,live,FB,,tr,
bearmountain,2019,prefire,,BM26,nr,unkWforb,live,FB,,tr,
bearmountain,2019,prefire,,BM26,nr,waxyfb,live,FB,,tr,
bearmountain,2019,prefire,,BM27,nr,ACHMIL,live,FB,,tr,
bearmountain,2019,prefire,,BM27,nr,arcvis,live,SH,SL,5,
bearmountain,2019,prefire,,BM27,nr,arcvis,live,SH,SM,5,
bearmountain,2019,prefire,,BM27,nr,aster2,live,FB,,tr,
bearmountain,2019,prefire,,BM27,nr,biglupine,live,FB,,tr,
bearmountain,2019,prefire,,BM27,nr,cade,live,TR,TSE,2,
bearmountain,2019,prefire,,BM27,nr,cade,dead,TR,TOV,1,
bearmountain,2019,prefire,,BM27,nr,ceaint,live,SH,SL,tr,
bearmountain,2019,prefire,,BM27,nr,ceaint,live,SH,SM,tr,
bearmountain,2019,prefire,,BM27,nr,chafol,live,SH,SL,3,
bearmountain,2019,prefire,,BM27,nr,chafol,live,SH,SM,2.5,
bearmountain,2019,prefire,,BM27,nr,cirsium,live,FB,,tr,
bearmountain,2019,prefire,,BM27,nr,commonfb,live,FB,,tr,
bearmountain,2019,prefire,,BM27,nr,droopygrass,live,GR,,tr,
bearmountain,2019,prefire,,BM27,nr,ericameria,live,FB,,3,
bearmountain,2019,prefire,,BM27,nr,flat2,live,FB,,tr,
bearmountain,2019,prefire,,BM27,nr,gayophytum,live,FB,,tr,
bearmountain,2019,prefire,,BM27,nr,grass3,live,GR,,tr,
bearmountain,2019,prefire,,BM27,nr,pipo,live,TR,TSE,8,
bearmountain,2019,prefire,,BM27,nr,pipo,dead,TR,TOV,1,
bearmountain,2019,prefire,,BM27,nr,psme,live,TR,TSE,tr,
bearmountain,2019,prefire,,BM27,nr,puffspike,live,FB,,tr,
bearmountain,2019,prefire,,BM27,nr,quch,live,TR,TRE,tr,
bearmountain,2019,prefire,,BM27,nr,quke,live,TR,TRE,4.5,
bearmountain,2019,prefire,,BM27,nr,quke,dead,TR,TOV,1,
bearmountain,2019,prefire,,BM27,nr,riro,live,SH,SL,0.5,
bearmountain,2019,prefire,,BM27,nr,riro,live,SH,SM,0.5,
bearmountain,2019,prefire,,BM27,nr,salsco,live,TR,TRE,2,
bearmountain,2019,prefire,,BM27,nr,smallFgrass,live,GR,,tr,
bearmountain,2019,prefire,,BM27,nr,smallFgrass,live,GR,,tr,
bearmountain,2019,prefire,,BM27,nr,softarrow,live,FB,,tr,
bearmountain,2019,prefire,,BM27,nr,tighttopgrass,live,GR,,tr,
bearmountain,2019,prefire,,BM27,nr,tinyfb2,live,FB,,tr,
bearmountain,2019,prefire,,BM27,nr,unkfuzzy,live,FB,,tr,
bearmountain,2019,prefire,,BM27,nr,unkstrawberry,live,FB,,tr,
bearmountain,2019,prefire,,BM27,nr,unkwhiteunder,live,FB,,tr,
bearmountain,2019,prefire,,BM27,nr,waxyfb,live,FB,,tr,
bearmountain,2019,prefire,,BM3,nr,4forb,live,FB,,tr,
bearmountain,2019,prefire,,BM3,nr,arcvis,live,SH,SL,tr,
bearmountain,2019,prefire,,BM3,nr,arcvis,live,SH,SM,tr,
bearmountain,2019,prefire,,BM3,nr,arcvis,dead,SH,SL,0.5,
bearmountain,2019,prefire,,BM3,nr,arcvis,dead,SH,SM,0.5,
bearmountain,2019,prefire,,BM3,nr,cade,live,TR,TSE,tr,
bearmountain,2019,prefire,,BM3,nr,cade,live,TR,TOV,tr,
bearmountain,2019,prefire,,BM3,nr,chafol,live,SH,SM,50,
bearmountain,2019,prefire,,BM3,nr,chafol,live,SH,SL,70,
bearmountain,2019,prefire,,BM3,nr,droopygrass,live,GR,,tr,
bearmountain,2019,prefire,,BM3,nr,fattopgrass,live,GR,,tr,
bearmountain,2019,prefire,,BM3,nr,Fgrass,live,GR,,tr,
bearmountain,2019,prefire,,BM3,nr,gayophytum,live,FB,,tr,
bearmountain,2019,prefire,,BM3,nr,hairstrand,live,FB,,tr,
bearmountain,2019,prefire,,BM3,nr,hiealb,live,FB,,tr,
bearmountain,2019,prefire,,BM3,nr,iris,live,FB,,tr,
bearmountain,2019,prefire,,BM3,nr,leafspinsfb,live,FB,,tr,
bearmountain,2019,prefire,,BM3,nr,likeelel,live,GR,,tr,
bearmountain,2019,prefire,,BM3,nr,longbladegrass,live,GR,,tr,
bearmountain,2019,prefire,,BM3,nr,pipo,live,TR,TOV,4,
bearmountain,2019,prefire,,BM3,nr,psme,live,TR,TOV,4,
bearmountain,2019,prefire,,BM3,nr,quch,live,TR,TSE,tr,
bearmountain,2019,prefire,,BM3,nr,quke,live,TR,TSE,tr,
bearmountain,2019,prefire,,BM3,nr,stephanomeria,live,FB,,tr,
bearmountain,2019,prefire,,BM3,nr,tighttopgrass,live,GR,,tr,
bearmountain,2019,prefire,,BM3,nr,unkflw1,live,FB,,tr,
bearmountain,2019,prefire,,BM3,nr,unkflw2,dead,FB,,tr,
bearmountain,2019,prefire,,BM3,nr,unkWforb,live,FB,,tr,
bearmountain,2019,prefire,,BM3,nr,wavygrass2,live,GR,,tr,
bearmountain,2019,prefire,,BM4,nr,4forb,live,FB,,tr,
bearmountain,2019,prefire,,BM4,nr,arcvis,live,SH,SL,0.5,
bearmountain,2019,prefire,,BM4,nr,arcvis,live,SH,SM,tr,
bearmountain,2019,prefire,,BM4,nr,cade,dead,TR,TSA,tr,
bearmountain,2019,prefire,,BM4,nr,cade,dead,TR,TOV,2,
bearmountain,2019,prefire,,BM4,nr,cade,live,TR,TOV,17,
bearmountain,2019,prefire,,BM4,nr,chafol,live,SH,SL,60,
bearmountain,2019,prefire,,BM4,nr,chafol,live,SH,SM,30,
bearmountain,2019,prefire,,BM4,nr,droopygrass,live,GR,,tr,
bearmountain,2019,prefire,,BM4,nr,Fgrass,live,GR,,tr,
bearmountain,2019,prefire,,BM4,nr,hairstrand,live,FB,,tr,
bearmountain,2019,prefire,,BM4,nr,hiealb,live,FB,,tr,
bearmountain,2019,prefire,,BM4,nr,iris,live,FB,,tr,
bearmountain,2019,prefire,,BM4,nr,longbladegrass,live,GR,,tr,
bearmountain,2019,prefire,,BM4,nr,pipo,live,TR,TOV,3,
bearmountain,2019,prefire,,BM4,nr,puffspike,live,FB,,tr,
bearmountain,2019,prefire,,BM4,nr,quke,live,TR,TSA,tr,
bearmountain,2019,prefire,,BM4,nr,steten,live,FB,,tr,
bearmountain,2019,prefire,,BM4,nr,tallgrass2,live,GR,,tr,
bearmountain,2019,prefire,,BM4,nr,tighttopgrass,live,GR,,tr,
bearmountain,2019,prefire,,BM4,nr,tinyfb,live,FB,,tr,
bearmountain,2019,prefire,,BM4,nr,unkflw1,live,FB,,tr,
bearmountain,2019,prefire,,BM4,nr,unkflw2,live,FB,,tr,
bearmountain,2019,prefire,,BM4,nr,unkflw4,live,FB,,tr,
bearmountain,2019,prefire,,BM4,nr,unkfuzzy,live,FB,,tr,
bearmountain,2019,prefire,,BM4,nr,unklightgrass,live,GR,,tr,
bearmountain,2019,prefire,,BM5,nr,arcvis,live,SH,SL,0.5,
bearmountain,2019,prefire,,BM5,nr,arcvis,live,SH,SM,tr,
bearmountain,2019,prefire,,BM5,nr,cade,live,TR,TOV,4,
bearmountain,2019,prefire,,BM5,nr,chafol,live,SH,SL,50,
bearmountain,2019,prefire,,BM5,nr,chafol,live,SH,SM,30,
bearmountain,2019,prefire,,BM5,nr,diskflw,live,FB,,tr,
bearmountain,2019,prefire,,BM5,nr,droopygrass,live,FB,,tr,
bearmountain,2019,prefire,,BM5,nr,fbsmellyseeds,live,FB,,tr,
bearmountain,2019,prefire,,BM5,nr,Fgrass,live,GR,,tr,
bearmountain,2019,prefire,,BM5,nr,flat1,live,FB,,tr,
bearmountain,2019,prefire,,BM5,nr,flat2,live,FB,,tr,
bearmountain,2019,prefire,,BM5,nr,forktoothedfb,live,FB,,tr,
bearmountain,2019,prefire,,BM5,nr,gayophytum,live,FB,,tr,
bearmountain,2019,prefire,,BM5,nr,hairyopengr,live,GR,,tr,
bearmountain,2019,prefire,,BM5,nr,iris,live,FB,,tr,
bearmountain,2019,prefire,,BM5,nr,likeelel,live,GR,,tr,
bearmountain,2019,prefire,,BM5,nr,longbladegrass,live,GR,,tr,
bearmountain,2019,prefire,,BM5,nr,pipo,live,TR,TOV,3,
bearmountain,2019,prefire,,BM5,nr,puffspike,live,FB,,tr,
bearmountain,2019,prefire,,BM5,nr,quke,live,TR,TSE,,
bearmountain,2019,prefire,,BM5,nr,quke,live,TR,TOV,2,
bearmountain,2019,prefire,,BM5,nr,salsco,live,TR,TRE,tr,
bearmountain,2019,prefire,,BM5,nr,softarrow,live,FB,,tr,
bearmountain,2019,prefire,,BM5,nr,steten,live,FB,,tr,
bearmountain,2019,prefire,,BM5,nr,tallgrass2,live,GR,,tr,
bearmountain,2019,prefire,,BM5,nr,tighttopgrass,live,GR,,tr,
bearmountain,2019,prefire,,BM5,nr,tinyfb,live,FB,,tr,
bearmountain,2019,prefire,,BM5,nr,unkaster,live,FB,,tr,
bearmountain,2019,prefire,,BM5,nr,unkblackseeds,live,FB,,tr,
bearmountain,2019,prefire,,BM5,nr,unkbushygrass,live,GR,,tr,
bearmountain,2019,prefire,,BM5,nr,unkflw1,live,FB,,tr,
bearmountain,2019,prefire,,BM5,nr,unkflw2,live,FB,,tr,
bearmountain,2019,prefire,,BM5,nr,unkflw4,live,FB,,tr,
bearmountain,2019,prefire,,BM5,nr,unkfuzzy,live,FB,,tr,
bearmountain,2019,prefire,,BM5,nr,unkhairyflr,live,FB,,tr,
bearmountain,2019,prefire,,BM5,nr,unkpinkfb,live,FB,,tr,
bearmountain,2019,prefire,,BM5,nr,unkstrawberry,live,FB,,tr,
bearmountain,2019,prefire,,BM5,nr,unkthickgram,live,FB,,tr,
bearmountain,2019,prefire,,BM5,nr,widebladegrass,live,GR,,tr,
bearmountain,2019,prefire,,BM6,nr,arcvis,live,SH,SL,tr,
bearmountain,2019,prefire,,BM6,nr,arcvis,live,SH,SM,tr,
bearmountain,2019,prefire,,BM6,nr,arcvis,dead,SH,SL,,
bearmountain,2019,prefire,,BM6,nr,arcvis,dead,SH,SM,,
bearmountain,2019,prefire,,BM6,nr,cade,live,TR,TOV,10,
bearmountain,2019,prefire,,BM6,nr,cade,live,TR,TSE,tr,
bearmountain,2019,prefire,,BM6,nr,chafol,live,SH,SL,,
bearmountain,2019,prefire,,BM6,nr,chafol,live,SH,SM,,
bearmountain,2019,prefire,,BM6,nr,droopygrass,live,GR,,tr,
bearmountain,2019,prefire,,BM6,nr,Fgrass,live,GR,,tr,
bearmountain,2019,prefire,,BM6,nr,pipo,live,TR,TOV,tr,
bearmountain,2019,prefire,,BM6,nr,quke,live,TR,TSE,tr,
bearmountain,2019,prefire,,BM6,nr,stephanomeria,live,FB,,tr,
bearmountain,2019,prefire,,BM6,nr,steten,live,FB,,tr,
bearmountain,2019,prefire,,BM6,nr,tallflower,live,FB,,tr,
bearmountain,2019,prefire,,BM6,nr,tallgrass1,live,GR,,tr,
bearmountain,2019,prefire,,BM6,nr,tallgrass2,live,GR,,tr,
bearmountain,2019,prefire,,BM6,nr,tighttopgrass,live,GR,,tr,
bearmountain,2019,prefire,,BM6,nr,tinyfb,live,FB,,tr,
bearmountain,2019,prefire,,BM6,nr,unkflw1,live,FB,,tr,
bearmountain,2019,prefire,,BM6,nr,unkfuzzy,live,FB,,tr,
bearmountain,2019,prefire,,BM6,nr,unkhairyflr,live,FB,,tr,
bearmountain,2019,prefire,,BM6,nr,unkWforb,live,FB,,tr,
bearmountain,2019,prefire,,BM7,nr,3petalcompound,live,FB,,tr,
bearmountain,2019,prefire,,BM7,nr,4forb,live,FB,,tr,
bearmountain,2019,prefire,,BM7,nr,apoand,live,SH,SL,tr,
bearmountain,2019,prefire,,BM7,nr,araret,live,FB,,tr,
bearmountain,2019,prefire,,BM7,nr,arcvis,live,SH,SM,tr,
bearmountain,2019,prefire,,BM7,nr,arcvis,live,SH,SL,tr,
bearmountain,2019,prefire,,BM7,nr,cade,live,TR,TOV,tr,
bearmountain,2019,prefire,,BM7,nr,cade,live,TR,TSA,tr,
bearmountain,2019,prefire,,BM7,nr,cade,live,TR,TSE,tr,
bearmountain,2019,prefire,,BM7,nr,chafol,live,SH,SL,50,
bearmountain,2019,prefire,,BM7,nr,chafol,live,SH,SM,30,
bearmountain,2019,prefire,,BM7,nr,commonforb,live,FB,,tr,
bearmountain,2019,prefire,,BM7,nr,droopygrass,live,FB,,tr,
bearmountain,2019,prefire,,BM7,nr,Fgrass,live,GR,,tr,
bearmountain,2019,prefire,,BM7,nr,forktoothedfb,live,FB,,tr,
bearmountain,2019,prefire,,BM7,nr,grass2,live,GR,,tr,
bearmountain,2019,prefire,,BM7,nr,grass3,live,GR,,tr,
bearmountain,2019,prefire,,BM7,nr,grass4,live,GR,,tr,
bearmountain,2019,prefire,,BM7,nr,grassspecies,live,GR,,tr,
bearmountain,2019,prefire,,BM7,nr,iris,live,FB,,tr,
bearmountain,2019,prefire,,BM7,nr,longbladegrass,live,GR,,tr,
bearmountain,2019,prefire,,BM7,nr,pipo,live,TR,TSE,tr,
bearmountain,2019,prefire,,BM7,nr,pipo,live,TR,TOV,3,
bearmountain,2019,prefire,,BM7,nr,puffball,live,FB,,tr,
bearmountain,2019,prefire,,BM7,nr,puffspike,live,FB,,tr,
bearmountain,2019,prefire,,BM7,nr,quke,live,TR,TRE,tr,
bearmountain,2019,prefire,,BM7,nr,quke,live,TR,TSE,tr,
bearmountain,2019,prefire,,BM7,nr,smallFgrass,live,GR,,tr,
bearmountain,2019,prefire,,BM7,nr,softarrow,live,FB,,tr,
bearmountain,2019,prefire,,BM7,nr,tallflower,live,FB,,tr,
bearmountain,2019,prefire,,BM7,nr,tallgrass1,live,GR,,tr,
bearmountain,2019,prefire,,BM7,nr,tallgrass2,live,GR,,tr,
bearmountain,2019,prefire,,BM7,nr,tighttopgrass,live,FB,,tr,
bearmountain,2019,prefire,,BM7,nr,unkfuzzy,live,FB,,tr,
bearmountain,2019,prefire,,BM7,nr,unkhairyflr,live,FB,,tr,
bearmountain,2019,prefire,,BM7,nr,unklightgrass,live,FB,,tr,
bearmountain,2019,prefire,,BM7,nr,unksmellyseeds,live,FB,,tr,
bearmountain,2019,prefire,,BM7,nr,waxyfb,live,FB,,tr,
bearmountain,2019,prefire,,BM7,nr,whiteunderfb,live,FB,,tr,
bearmountain,2019,prefire,,BM8,nr,3petalcompound,live,FB,,tr,
bearmountain,2019,prefire,,BM8,nr,araret,live,FB,,tr,
bearmountain,2019,prefire,,BM8,nr,arcvis,live,SH,SL,45,
bearmountain,2019,prefire,,BM8,nr,arcvis,live,SH,SM,20,
bearmountain,2019,prefire,,BM8,nr,cade,live,TR,TOV,tr,
bearmountain,2019,prefire,,BM8,nr,cade,live,TR,TSE,tr,
bearmountain,2019,prefire,,BM8,nr,chafol,live,SH,SL,10,
bearmountain,2019,prefire,,BM8,nr,chafol,live,SH,SM,9,
bearmountain,2019,prefire,,BM8,nr,commonforb,live,FB,,tr,
bearmountain,2019,prefire,,BM8,nr,diskflw,live,FB,,tr,
bearmountain,2019,prefire,,BM8,nr,droopygrass,live,GR,,tr,
bearmountain,2019,prefire,,BM8,nr,grass3,live,GR,,tr,
bearmountain,2019,prefire,,BM8,nr,grassspecies,live,GR,,tr,
bearmountain,2019,prefire,,BM8,nr,longbladegrass,live,GR,,tr,
bearmountain,2019,prefire,,BM8,nr,longflower,live,GB,,tr,
bearmountain,2019,prefire,,BM8,nr,pipo,live,TR,TOV,tr,
bearmountain,2019,prefire,,BM8,nr,pipo,live,TR,TSE,tr,
bearmountain,2019,prefire,,BM8,nr,puffspike,live,FB,,tr,
bearmountain,2019,prefire,,BM8,nr,quke,live,TR,TRE,tr,
bearmountain,2019,prefire,,BM8,nr,quke,live,TR,TSE,tr,
bearmountain,2019,prefire,,BM8,nr,smallFgrass,live,GR,,tr,
bearmountain,2019,prefire,,BM8,nr,tallflower,live,FB,,tr,
bearmountain,2019,prefire,,BM8,nr,tighttopgrass,live,GR,,tr,
bearmountain,2019,prefire,,BM8,nr,tinyfb,live,FB,,tr,
bearmountain,2019,prefire,,BM8,nr,unkblackseeds,live,FB,,tr,
bearmountain,2019,prefire,,BM8,nr,unkflw1,live,FB,,tr,
bearmountain,2019,prefire,,BM8,nr,unkflw4,live,FB,,tr,
bearmountain,2019,prefire,,BM8,nr,unkfuzzy,live,FB,,tr,
bearmountain,2019,prefire,,BM9,nr,3petalcompound,live,FB,,tr,
bearmountain,2019,prefire,,BM9,nr,4forb,live,FB,,tr,
bearmountain,2019,prefire,,BM9,nr,apoand,live,SH,SL,tr,
bearmountain,2019,prefire,,BM9,nr,arcvis,live,SH,SL,0.5,
bearmountain,2019,prefire,,BM9,nr,arcvis,live,SH,SM,0.5,
bearmountain,2019,prefire,,BM9,nr,aster2,live,FB,,tr,
bearmountain,2019,prefire,,BM9,nr,cade,live,TR,TSE,tr,
bearmountain,2019,prefire,,BM9,nr,ceaint,live,SH,SL,tr,
bearmountain,2019,prefire,,BM9,nr,ceaint,live,SH,SM,tr,
bearmountain,2019,prefire,,BM9,nr,chafol,live,SH,SL,1,
bearmountain,2019,prefire,,BM9,nr,commonforb,live,FB,,tr,
bearmountain,2019,prefire,,BM9,nr,droopygrass,live,GR,,tr,
bearmountain,2019,prefire,,BM9,nr,fbsmellyseeds,live,FB,,tr,
bearmountain,2019,prefire,,BM9,nr,flat1,live,FB,,tr,
bearmountain,2019,prefire,,BM9,nr,grass3,live,GR,,tr,
bearmountain,2019,prefire,,BM9,nr,grass3,live,GR,,tr,
bearmountain,2019,prefire,,BM9,nr,grassspecies,live,GR,,tr,
bearmountain,2019,prefire,,BM9,nr,iris,live,FB,,tr,
bearmountain,2019,prefire,,BM9,nr,longbladegrass,live,GR,,tr,
bearmountain,2019,prefire,,BM9,nr,pipo,live,TR,TSE,15,
bearmountain,2019,prefire,,BM9,nr,pipo,dead,TR,TOV,tr,
bearmountain,2019,prefire,,BM9,nr,quke,live,TR,TRE,tr,
bearmountain,2019,prefire,,BM9,nr,quke,live,TR,TSE,tr,
bearmountain,2019,prefire,,BM9,nr,salsco,live,TR,TSE,tr,
bearmountain,2019,prefire,,BM9,nr,smallFgrass,live,GR,,tr,
bearmountain,2019,prefire,,BM9,nr,softarrow,live,FB,,tr,
bearmountain,2019,prefire,,BM9,nr,tallflower,live,FB,,tr,
bearmountain,2019,prefire,,BM9,nr,tallgrass1,live,GR,,tr,
bearmountain,2019,prefire,,BM9,nr,tallgrass1,live,GR,,tr,
bearmountain,2019,prefire,,BM9,nr,tallgrass2,live,GR,,tr,
bearmountain,2019,prefire,,BM9,nr,tighttopgrass,live,GR,,tr,
bearmountain,2019,prefire,,BM9,nr,tinyfb,live,FB,,tr,
bearmountain,2019,prefire,,BM9,nr,unkblackseeds,live,FB,,tr,
bearmountain,2019,prefire,,BM9,nr,unkfuzzy,live,FB,,tr,
bearmountain,2019,prefire,,BM9,nr,unkstrawberry,live,FB,,tr,
bearmountain,2019,prefire,,BM9,nr,waxyfb,live,FB,,tr,
