site,plotid,pre_post_fire,postTime,obs,year,species,status,lifeform,layer_code,percent,notes,collected,pic
Bouverie,BOUV008,prefire,,km,2021,quag,live,TR,TOV,75,,,
Bouverie,BOUV008,prefire,,km,2021,quag,dead,TR,TOV,0.25,,,
Bouverie,BOUV009,prefire,,km,2021,quag,live,TR,TSE,1,,,
Bouverie,BOUV009,prefire,,km,2021,quag,live,TR,TOV,12,,,
Bouverie,BOUV010,prefire,,km,2021,quag,live,TR,TSE,0.25,,,
Bouverie,BOUV011,prefire,,km,2021,quag,live,TR,TSE,0.5,,,
Bouverie,BOUV011,prefire,,km,2021,quag,live,TR,TSA,0.25,,,
Bouverie,BOUV011,prefire,,km,2021,quag,live,TR,TOV,76,,,
Bouverie,BOUV012,prefire,,km,2021,quag,live,TR,TSE,tr,,,
Bouverie,BOUV012,prefire,,km,2021,quag,live,TR,TSA,0.25,,,
Bouverie,BOUV012,prefire,,km,2021,quag,live,TR,TOV,47,,,
RioLindo,RIO001,prefire,,km,2021,quag,live,TR,TOV,25,,,
RioLindo,RIO003,prefire,,km,2021,quag,live,TR,TSA,1.5,,,
RioLindo,RIO003,prefire,,km,2021,quag,live,TR,TOV,72,,,
RioLindo,RIO004,prefire,,km,2021,quag,live,TR,TSE,tr,,,
RioLindo,RIO004,prefire,,km,2021,quag,live,TR,TSA,0.25,,,
RioLindo,RIO004,prefire,,km,2021,quag,live,TR,TOV,6,,,
RioLindo,RIO007,prefire,,km,2021,quag,live,TR,TSE,tr,,,
RioLindo,RIO007,prefire,,km,2021,quag,live,TR,TSA,0.25,,,
RioLindo,RIO007,prefire,,km,2021,quag,live,TR,TOV,35,,,
RioLindo,RIO009,prefire,,km,2021,quag,live,TR,TSE,tr,,,
RioLindo,RIO009,prefire,,mm,2021,quag,dead,TR,TSE,tr,,,
RioLindo,RIO009,prefire,,km,2021,quag,live,TR,TSA,0.75,,,
RioLindo,RIO009,prefire,,km,2021,quag,live,TR,TOV,94,,,
Bouverie,BOUV002,prefire,,km,2021,quke,live,TR,TSE,tr,,,
Bouverie,BOUV003,prefire,,km,2021,quke,live,TR,TSE,0.25,,,
Bouverie,BOUV003,prefire,,km,2021,quke,live,TR,TOV,6,,,
Bouverie,BOUV003,prefire,,km,2021,quke,dead,TR,TOV,3,,,
Bouverie,BOUV007,prefire,,km,2021,quke,live,TR,TSE,tr,,,
Bouverie,BOUV010,prefire,,km,2021,quke,live,TR,TSE,tr,,,
Bouverie,BOUV010,prefire,,km,2021,quke,live,TR,TOV,36,,,
Bouverie,BOUV011,prefire,,km,2021,quke,live,TR,TSE,tr,,,
Bouverie,BOUV011,prefire,,km,2021,quke,live,TR,TOV,4,,,
RioLindo,RIO001,prefire,,km,2021,quke,live,TR,TOV,8,,,
RioLindo,RIO002,prefire,,km,2021,quke,live,TR,TSE,tr,,,
RioLindo,RIO002,prefire,,km,2021,quke,live,TR,TOV,17,,,
RioLindo,RIO002,prefire,,km,2021,quke,dead,TR,TOV,tr,,,
RioLindo,RIO003,prefire,,km,2021,quke,live,TR,TOV,1,,,
RioLindo,RIO004,prefire,,km,2021,quke,live,TR,TSE,tr,,,
RioLindo,RIO004,prefire,,km,2021,quke,live,TR,TOV,17,,,
RioLindo,RIO004,prefire,,km,2021,quke,dead,TR,TOV,22,,,
RioLindo,RIO008,prefire,,km,2021,quke,live,TR,TSE,tr,,,
RioLindo,RIO008,prefire,,km,2021,quke,live,TR,TOV,tr,,,
RioLindo,RIO008,prefire,,km,2021,quke,dead,TR,TSA,tr,,,
RioLindo,RIO009,prefire,,km,2021,quke,live,TR,TOV,7,,,
Bouverie,BOUV003,prefire,,km,2021,qulo,live,TR,TSE,tr,,,
Bouverie,BOUV003,prefire,,km,2021,qulo,live,TR,TOV,20,some outside trees overhanging,,
Bouverie,BOUV004,prefire,,km,2021,qulo,live,TR,TSE,tr,,,
Bouverie,BOUV005,prefire,,km,2021,qulo,live,TR,TSE,tr,,,
Bouverie,BOUV006,prefire,,km,2021,qulo,live,TR,TSE,tr,,,
Bouverie,BOUV006,prefire,,km,2021,qulo,live,TR,TOV,70,,,
Bouverie,BOUV006,prefire,,km,2021,qulo,dead,TR,TOV,25,,,
Bouverie,BOUV012,prefire,,km,2021,qulo,live,TR,TSE,tr,,,
RioLindo,RIO009,prefire,,km,2021,qulo,live,TR,TOV,tr,canopy out of plot,,
Bouverie,BOUV005,prefire,,km,2021,quwi,live,TR,TSE,tr,,,
Bouverie,BOUV007,prefire,,km,2021,quwi,live,TR,TSE,tr,,,
Bouverie,BOUV012,prefire,,km,2021,quwi,live,TR,TSE,0.25,,,
RioLindo,RIO001,prefire,,km,2021,quwi,live,TR,TOV,60,,,
RioLindo,RIO002,prefire,,km,2021,quwi,live,TR,TSE,tr,,,
RioLindo,RIO002,prefire,,km,2021,quwi,live,TR,TOV,73,,,
RioLindo,RIO003,prefire,,km,2021,quwi,live,TR,TOV,25,,,
RioLindo,RIO005,prefire,,km,2021,quwi,live,TR,TSE,1,,,
RioLindo,RIO005,prefire,,km,2021,quwi,live,TR,TOV,35,,,
RioLindo,RIO005,prefire,,km,2021,quwi,dead,TR,TOV,0.75,,,
RioLindo,RIO005,prefire,,km,2021,quwi,dead,TR,TSA,tr,,,
RioLindo,RIO006,prefire,,km,2021,quwi,live,TR,TSE,tr,,,
RioLindo,RIO006,prefire,,km,2021,quwi,live,TR,TOV,90,,,
RioLindo,RIO006,prefire,,km,2021,quwi,dead,TR,TSA,tr,,,
RioLindo,RIO006,prefire,,km,2021,quwi,dead,TR,TOV,tr,,,
RioLindo,RIO007,prefire,,km,2021,quwi,live,TR,TSE,tr,,,
RioLindo,RIO008,prefire,,km,2021,quwi,live,TR,TSE,1,,,
RioLindo,RIO008,prefire,,km,2021,quwi,live,TR,TOV,95,,,
RioLindo,RIO008,prefire,,km,2021,quwi,dead,TR,TOV,0.5,,,
RioLindo,RIO009,prefire,,km,2021,quwi,live,TR,TSE,tr,,,
Bouverie,BOUV003,prefire,,km,2021,quwifru,live,TR,TSE,0.25,possibly var fru,,
Bouverie,BOUV009,prefire,,km,2021,quwifru,live,TR,TSE,1,possibly var fru,,
Bouverie,BOUV005,prefire,,km,2021,quwifru,live,SH,,0.25,quwi var frutescens,,
Bouverie,BOUV007,prefire,,km,2021,quwifru,live,SH,,0.25,,,
Bouverie,BOUV008,prefire,,km,2021,quwifru,live,SH,,0.25,,,
Bouverie,BOUV009,prefire,,km,2021,quwifru,live,SH,,1,,,
Bouverie,BOUV012,prefire,,km,2021,quwifru,live,SH,,0.25,,,
RioLindo,RIO002,prefire,,km,2021,ranunculus,live,FB,,tr,,,
RioLindo,RIO006,prefire,,km,2021,ranunculus,live,FB,,0.25,,,
RioLindo,RIO003,prefire,,km,2021,rosa1,live,SH,,tr,,,
Bouverie,BOUV003,prefire,,km,2021,rosspi,live,SH,,tr,formerly rosa small,,
Bouverie,BOUV007,prefire,,km,2021,rosspi,live,SH,,0.25,formerly rosa small,,
Bouverie,BOUV009,prefire,,km,2021,rosspi,live,SH,,0.25,formerly rosa small,,
Bouverie,BOUV010,prefire,,km,2021,rosspi,live,SH,,4,,,
RioLindo,RIO009,prefire,,km,2021,rubarm,live,SH,,27,rubus armeniacus,,
Bouverie,BOUV001,prefire,,km,2021,ruburs,live,SH,,tr,,,
Bouverie,BOUV001,prefire,,km,2021,ruburs,live,SH,,0.25,originally recorded as rubbif but assumed typo,,
RioLindo,RIO003,prefire,,km,2021,ruburs,live,SH,,tr,,,
RioLindo,RIO007,prefire,,km,2021,ruburs,live,SH,,tr,,,
RioLindo,RIO008,prefire,,km,2021,ruburs,live,SH,,tr,rubus ursunis,,
RioLindo,RIO009,prefire,,km,2021,ruburs,live,SH,,0.25,,,
Bouverie,BOUV003,prefire,,km,2021,rupphy,live,FB,,0.25,,,
RioLindo,RIO004,prefire,,km,2021,rupphy,live,SH,,0.25,browsed,,
RioLindo,RIO007,prefire,,km,2021,rupphy,live,SH,,tr,browsed,,
Bouverie,BOUV002,prefire,,km,2021,sanoli,live,FB,,tr,,,
Bouverie,BOUV003,prefire,,km,2021,sanoli,live,FB,,tr,,,
Bouverie,BOUV005,prefire,,km,2021,sanoli,live,FB,,0.5,,,
Bouverie,BOUV006,prefire,,km,2021,sanoli,live,FB,,tr,,,
Bouverie,BOUV008,prefire,,km,2021,sanoli,live,FB,,tr,,,
Bouverie,BOUV010,prefire,,km,2021,sanoli,live,FB,,tr,,,
Bouverie,BOUV011,prefire,,km,2021,sanoli,live,FB,,tr,,,
RioLindo,RIO001,prefire,,km,2021,sanoli,live,FB,,0.25,,,
RioLindo,RIO002,prefire,,km,2021,sanoli,live,FB,,0.25,,,
RioLindo,RIO004,prefire,,km,2021,sanoli,live,FB,,tr,,,
RioLindo,RIO006,prefire,,km,2021,sanoli,live,FB,,0.25,,,
RioLindo,RIO007,prefire,,km,2021,sanoli,live,FB,,0.25,,,
RioLindo,RIO008,prefire,,km,2021,sanoli,live,FB,,0.25,,,
RioLindo,RIO009,prefire,,km,2021,sanoli,live,FB,,0.25,,,
Bouverie,BOUV006,prefire,,km,2021,skinny stem fb,live,FB,,tr,,,
Bouverie,BOUV011,prefire,,km,2021,skinny stem fb,live,FB,,0.25,,x,x
Bouverie,BOUV012,prefire,,km,2021,skinny stem fb,live,FB,,tr,,,
Bouverie,BOUV011,prefire,,km,2021,small aster,live,FB,,tr,,,
Bouverie,BOUV011,prefire,,km,2021,small aster,live,FB,,tr,,,x
Bouverie,BOUV003,prefire,,km,2021,stipa,live,GR,,1,,,
Bouverie,BOUV005,prefire,,km,2021,stipa,live,GR,,1,,,
Bouverie,BOUV008,prefire,,km,2021,stipa,live,GR,,3,,,
Bouverie,BOUV010,prefire,,km,2021,stipa,live,GR,,0.25,miliaceum?,,
Bouverie,BOUV011,prefire,,km,2021,stipa,live,GR,,0.5,,,
RioLindo,RIO002,prefire,,km,2021,stipa,live,GR,,0.5,,,
RioLindo,RIO004,prefire,,km,2021,stipa,live,GR,,tr,,,
RioLindo,RIO006,prefire,,km,2021,stipa,live,GR,,0.25,,,
RioLindo,RIO007,prefire,,km,2021,stipa,live,GR,,0.25,,,
RioLindo,RIO008,prefire,,km,2021,stipa,live,GR,,0.25,,,
RioLindo,RIO009,prefire,,km,2021,stipa,live,GR,,0.25,,,
Bouverie,BOUV001,prefire,,km,2021,symalblae,live,SH,,7,,,
Bouverie,BOUV002,prefire,,km,2021,symalblae,live,SH,,0.25,,,
Bouverie,BOUV003,prefire,,km,2021,symalblae,live,SH,,5,,,
Bouverie,BOUV004,prefire,,km,2021,symalblae,live,SH,,35,,,
Bouverie,BOUV005,prefire,,km,2021,symalblae,live,SH,,1,,,
Bouverie,BOUV007,prefire,,km,2021,symalblae,live,SH,,23,,,
Bouverie,BOUV009,prefire,,km,2021,symalblae,live,SH,,3,,,
Bouverie,BOUV010,prefire,,km,2021,symalblae,live,SH,,48,,,
RioLindo,RIO003,prefire,,km,2021,symalblae,live,SH,,0.25,,,
RioLindo,RIO004,prefire,,km,2021,symalblae,live,SH,,tr,,,
RioLindo,RIO007,prefire,,km,2021,symalblae,live,SH,,tr,symphoricarpus albus var alevigatus,,
RioLindo,RIO009,prefire,,km,2021,symalblae,live,SH,,tr,,,
Bouverie,BOUV003,prefire,,km,2021,symmol,live,SH,,18,,,
Bouverie,BOUV003,prefire,,km,2021,tall dead fb,dead,FB,,tr,,,
Bouverie,BOUV010,prefire,,km,2021,tall dead fb,live,FB,,tr,,,
Bouverie,BOUV006,prefire,,km,2021,tiny lathyrus,live,FB,,3,,,
Bouverie,BOUV011,prefire,,km,2021,tiny lathyrus,live,FB,,0.25,,,
Bouverie,BOUV012,prefire,,km,2021,tiny lathyrus,live,FB,,tr,,x,x
Bouverie,BOUV001,prefire,,km,2021,tornod,live,FB,,2,,,
Bouverie,BOUV002,prefire,,km,2021,tornod,live,FB,,tr,,,
Bouverie,BOUV003,prefire,,km,2021,tornod,live,FB,,tr,,,
Bouverie,BOUV004,prefire,,km,2021,tornod,live,FB,,0.25,,,
Bouverie,BOUV005,prefire,,km,2021,tornod,live,FB,,4,,,
Bouverie,BOUV006,prefire,,km,2021,tornod,live,FB,,1,,,
Bouverie,BOUV007,prefire,,km,2021,tornod,live,FB,,tr,,,
Bouverie,BOUV008,prefire,,km,2021,tornod,live,FB,,tr,,,
Bouverie,BOUV009,prefire,,km,2021,tornod,live,FB,,0.25,,,
Bouverie,BOUV010,prefire,,km,2021,tornod,live,FB,,0.5,,,
Bouverie,BOUV011,prefire,,km,2021,tornod,live,FB,,tr,,,
Bouverie,BOUV012,prefire,,km,2021,tornod,live,FB,,tr,,,
RioLindo,RIO001,prefire,,km,2021,tornod,live,FB,,tr,,,
RioLindo,RIO002,prefire,,km,2021,tornod,live,FB,,21,,,
RioLindo,RIO003,prefire,,km,2021,tornod,live,FB,,tr,,,
RioLindo,RIO004,prefire,,km,2021,tornod,live,FB,,tr,,,
RioLindo,RIO005,prefire,,km,2021,tornod,live,FB,,tr,,,
RioLindo,RIO006,prefire,,km,2021,tornod,live,FB,,1,,,
RioLindo,RIO007,prefire,,km,2021,tornod,live,FB,,tr,,,
RioLindo,RIO008,prefire,,km,2021,tornod,live,FB,,tr,,,
RioLindo,RIO009,prefire,,km,2021,tornod,live,FB,,tr,,,
Bouverie,BOUV001,prefire,,km,2021,toxdiv,live,SH,,46,,,
Bouverie,BOUV002,prefire,,km,2021,toxdiv,live,SH,,0.25,,,
Bouverie,BOUV003,prefire,,km,2021,toxdiv,live,SH,,3,,,
Bouverie,BOUV004,prefire,,km,2021,toxdiv,live,SH,,6,,,
Bouverie,BOUV005,prefire,,km,2021,toxdiv,live,SH,,19,,,
Bouverie,BOUV006,prefire,,km,2021,toxdiv,live,SH,,3,,,
Bouverie,BOUV007,prefire,,km,2021,toxdiv,live,SH,,0.5,,,
Bouverie,BOUV008,prefire,,km,2021,toxdiv,live,SH,,2,,,
Bouverie,BOUV009,prefire,,km,2021,toxdiv,live,SH,,6,,,
Bouverie,BOUV010,prefire,,km,2021,toxdiv,live,SH,,1,,,
Bouverie,BOUV011,prefire,,km,2021,toxdiv,live,SH,,1,,,
Bouverie,BOUV012,prefire,,km,2021,toxdiv,live,SH,,9,,,
RioLindo,RIO001,prefire,,km,2021,toxdiv,live,SH,,45,,,
RioLindo,RIO002,prefire,,km,2021,toxdiv,live,SH,,25,,,
RioLindo,RIO003,prefire,,km,2021,toxdiv,live,SH,,23,,,
RioLindo,RIO004,prefire,,km,2021,toxdiv,live,SH,,26,,,
RioLindo,RIO005,prefire,,km,2021,toxdiv,live,SH,,71,,,
RioLindo,RIO006,prefire,,km,2021,toxdiv,live,SH,,35,,,
RioLindo,RIO007,prefire,,km,2021,toxdiv,live,SH,,55,,,
RioLindo,RIO008,prefire,,km,2021,toxdiv,live,SH,,79,,,
RioLindo,RIO009,prefire,,km,2021,toxdiv,live,SH,,15,,,
Bouverie,BOUV006,prefire,,km,2021,trifolium,live,FB,,tr,,,
Bouverie,BOUV011,prefire,,km,2021,trifolium,live,FB,,2,,,
Bouverie,BOUV004,prefire,,km,2021,trifolium small head,live,FB,,tr,,,
Bouverie,BOUV006,prefire,,km,2021,trifolium small head,live,FB,,tr,,,
Bouverie,BOUV011,prefire,,km,2021,trifolium small head,live,FB,,tr,,x,x
Bouverie,BOUV012,prefire,,km,2021,trifolium small head,live,FB,,0.25,,,
Bouverie,BOUV012,prefire,,km,2021,trifolium tiny,live,FB,,tr,,,
Bouverie,BOUV009,prefire,,km,2021,trilat,live,FB,,0.25,trientalis latifolia,,
Bouverie,BOUV010,prefire,,km,2021,trilat,live,FB,,tr,,,
Bouverie,BOUV001,prefire,,km,2021,umbcal,live,TR,TSE,1,,,
Bouverie,BOUV001,prefire,,km,2021,umbcal,live,TR,TSA,4.5,,,
Bouverie,BOUV002,prefire,,km,2021,umbcal,live,TR,TSE,1,,,
Bouverie,BOUV002,prefire,,km,2021,umbcal,live,TR,TSA,5,,,
Bouverie,BOUV003,prefire,,km,2021,umbcal,live,TR,TSE,2,,,
Bouverie,BOUV003,prefire,,km,2021,umbcal,live,TR,TSA,5,,,
Bouverie,BOUV004,prefire,,km,2021,umbcal,live,TR,TSE,4,,,
Bouverie,BOUV004,prefire,,km,2021,umbcal,live,TR,TSA,8,,,
Bouverie,BOUV005,prefire,,km,2021,umbcal,live,TR,TSE,3,,,
Bouverie,BOUV005,prefire,,km,2021,umbcal,live,TR,TSA,24,,,
Bouverie,BOUV005,prefire,,km,2021,umbcal,dead,TR,TSE,1,,,
Bouverie,BOUV005,prefire,,km,2021,umbcal,dead,TR,TSA,5,,,
Bouverie,BOUV005,prefire,,km,2021,umbcal,dead,TR,TOV,28,,,
Bouverie,BOUV006,prefire,,km,2021,umbcal,live,TR,TSE,0.5,,,
Bouverie,BOUV006,prefire,,km,2021,umbcal,live,TR,TSA,1.5,,,
Bouverie,BOUV007,prefire,,km,2021,umbcal,live,TR,TSE,21,,,
Bouverie,BOUV007,prefire,,km,2021,umbcal,live,TR,TSA,7,,,
Bouverie,BOUV008,prefire,,km,2021,umbcal,live,TR,TSE,0.5,tr,,
Bouverie,BOUV008,prefire,,km,2021,umbcal,live,TR,TSA,1.5,,,
Bouverie,BOUV009,prefire,,km,2021,umbcal,live,TR,TSE,2,,,
Bouverie,BOUV009,prefire,,km,2021,umbcal,live,TR,TSA,3,,,
Bouverie,BOUV010,prefire,,km,2021,umbcal,live,TR,TSE,1,,,
Bouverie,BOUV010,prefire,,km,2021,umbcal,live,TR,TSA,2.25,,,
Bouverie,BOUV010,prefire,,km,2021,umbcal,dead,TR,TOV,2,,,
Bouverie,BOUV010,prefire,,km,2021,umbcal,dead,TR,TSE,tr,,,
Bouverie,BOUV011,prefire,,km,2021,umbcal,live,TR,TSE,0.25,,,
Bouverie,BOUV011,prefire,,km,2021,umbcal,live,TR,TSA,0.25,,,
Bouverie,BOUV012,prefire,,km,2021,umbcal,live,TR,TSE,1.5,,,
Bouverie,BOUV012,prefire,,km,2021,umbcal,live,TR,TSA,1.5,,,
RioLindo,RIO001,prefire,,km,2021,umbcal,live,TR,TSE,tr,,,
RioLindo,RIO001,prefire,,km,2021,umbcal,live,TR,TSA,7,,,
RioLindo,RIO001,prefire,,km,2021,umbcal,live,TR,TOV,22,,,
RioLindo,RIO002,prefire,,km,2021,umbcal,live,TR,TSE,0.5,,symphoricarpus albus var alevigatus,
RioLindo,RIO002,prefire,,km,2021,umbcal,live,TR,TSA,1,,,
RioLindo,RIO002,prefire,,km,2021,umbcal,live,TR,TOV,12,,,
RioLindo,RIO002,prefire,,mm,2021,umbcal,dead,TR,TOV,tr,,,
RioLindo,RIO002,prefire,,mm,2021,umbcal,dead,TR,TSE,tr,,,
RioLindo,RIO003,prefire,,km,2021,umbcal,live,TR,TSE,tr,,,
RioLindo,RIO003,prefire,,km,2021,umbcal,live,TR,TSA,1.5,,,
RioLindo,RIO003,prefire,,km,2021,umbcal,live,TR,TOV,15,,,
RioLindo,RIO004,prefire,,km,2021,umbcal,live,TR,TSE,3,,,
RioLindo,RIO004,prefire,,km,2021,umbcal,live,TR,TSA,26,,,
RioLindo,RIO004,prefire,,km,2021,umbcal,live,TR,TOV,85,,,
RioLindo,RIO004,prefire,,km,2021,umbcal,dead,TR,TSE,tr,,,
RioLindo,RIO004,prefire,,km,2021,umbcal,dead,TR,TSA,0.25,,,
RioLindo,RIO005,prefire,,km,2021,umbcal,live,TR,TSE,1,,,
RioLindo,RIO005,prefire,,km,2021,umbcal,live,TR,TSA,6,,,
RioLindo,RIO005,prefire,,km,2021,umbcal,live,TR,TOV,78,,,
RioLindo,RIO005,prefire,,km,2021,umbcal,dead,TR,TOV,tr,,,
RioLindo,RIO006,prefire,,km,2021,umbcal,live,TR,TSE,2,,,
RioLindo,RIO006,prefire,,km,2021,umbcal,live,TR,TSA,2,,,
RioLindo,RIO006,prefire,,km,2021,umbcal,live,TR,TOV,8,,,
RioLindo,RIO007,prefire,,km,2021,umbcal,live,TR,TSE,0.5,,,
RioLindo,RIO007,prefire,,km,2021,umbcal,live,TR,TSA,20,,,
RioLindo,RIO007,prefire,,km,2021,umbcal,live,TR,TOV,23,,,
RioLindo,RIO007,prefire,,km,2021,umbcal,dead,TR,TSA,1,,,
RioLindo,RIO008,prefire,,mm,2021,umbcal,live,TR,TOV,6,,,
RioLindo,RIO009,prefire,,km,2021,umbcal,live,TR,TSE,0.25,,,
RioLindo,RIO009,prefire,,km,2021,umbcal,live,TR,TSA,1,,,
RioLindo,RIO009,prefire,,km,2021,umbcal,live,TR,TOV,6,,,
Bouverie,BOUV010,prefire,,km,2021,unk,dead,TR,TSE,tr,,,
RioLindo,RIO006,prefire,,mm,2021,unk,dead,TR,TSE,tr,,,
RioLindo,RIO009,prefire,,km,2021,unk,dead,TR,TSA,0.25,,,
Bouverie,BOUV002,prefire,,km,2021,vitcal,live,FB,,tr,,,
RioLindo,RIO009,prefire,,km,2021,vitvin,live,SH,,tr,vitis vinifera,,
Bouverie,BOUV007,prefire,,km,2021,vulmyu,live,GR,,0.25,,,
Bouverie,BOUV002,prefire,,km,2021,whimod,live,FB,,0.25,,,
Bouverie,BOUV004,prefire,,km,2021,whimod,live,FB,,tr,,,
Bouverie,BOUV007,prefire,,km,2021,whimod,live,FB,,0.5,"opposite branchimg/lvs, .1m to ground, sparsly long white hairy lvs",,
Bouverie,BOUV009,prefire,,km,2021,whimod,live,FB,,0.25,,,
Bouverie,BOUV010,prefire,,km,2021,whimod,live,FB,,1,"whipplea modesta, small opp sh, aloso maybe polcal",,
Bouverie,BOUV005,prefire,,km,2021,wyegla,live,FB,,tr,,,
