Site,Plot ID,Observers,Species,Status,Species Lifeform,Layer Code,%,Notes
modoc,modoc20,ag,agosiris,live,FB,,tr,
modoc,modoc20,ag,largeaster,live,FB,,tr,
modoc,modoc20,ag,agogra,live,FB,,tr,
modoc,modoc20,ag,viopur,live,FB,,tr,
modoc,modoc20,ag,erilan,live,FB,,tr,
modoc,modoc20,ag,dipnan,live,FB,,tr,
modoc,modoc20,ag,eriumb,live,FB,,tr,
modoc,modoc20,ag,euphorbia,live,FB,,tr,
modoc,modoc20,ag,phyhyd,live,FB,,tr,
modoc,modoc20,ag,funhyg,live,FB,,tr,
modoc,modoc20,ag,coltor,live,FB,,tr,
modoc,modoc21,vs,pipo,live,TR,TOV,12,
modoc,modoc21,vs,abco,live,TR,TOV,5,
modoc,modoc21,vs,abco,live,TR,TSE,tr,
modoc,modoc21,vs,ceve,live,SH,,tr,
modoc,modoc21,vs,cepr,live,SH,,6,sl
modoc,modoc21,vs,arpa,live,SH,,tr,
modoc,modoc21,vs,erinau,live,SH,,tr,
modoc,modoc21,vs,purtri,live,SH,,tr,
modoc,modoc21,vs,amut,live,SH,,tr,
modoc,modoc21,vs,bromus,live,GR,,tr,
modoc,modoc21,vs,elymus,live,GR,,tr,
modoc,modoc21,vs,achnatherum,live,GR,,tr,
modoc,modoc21,vs,carex1,live,GR,,1,
modoc,modoc21,vs,carex2,live,GR,,tr,
modoc,modoc21,vs,arpa,dead,SH,,tr,resp
modoc,modoc21,vs,erinau,dead,SH,,tr,resp
modoc,modoc21,vs,purtri,dead,SH,,tr,resp
modoc,modoc21,vs,penstemon1,live,FB,,1,
modoc,modoc21,vs,kelgal,live,FB,,1,
modoc,modoc21,vs,IPOAGG,live,FB,,tr,
modoc,modoc21,vs,calcoe,live,FB,,tr,
modoc,modoc21,vs,senecio,live,FB,,tr,
modoc,modoc21,vs,hieracium,live,FB,,1,
modoc,modoc21,vs,fravir,live,FB,,2,
modoc,modoc21,vs,Lessengia,live,FB,,tr,
modoc,modoc21,vs,epilobium,live,FB,,tr,
modoc,modoc21,vs,microseris,live,FB,,tr,microseris heterophylla??? Or agosiris?
modoc,modoc21,vs,phahyd,live,FB,,tr,
modoc,modoc21,vs,monodo,live,FB,,1,
modoc,modoc21,vs,Agosiris,live,FB,,tr,
modoc,modoc21,vs,notlactuca,live,FB,,tr,
modoc,modoc21,vs,euphorbia,live,FB,,tr,
modoc,modoc21,vs,ribes3,live,FB,,tr,
modoc,modoc21,vs,horfus,live,FB,,tr,
modoc,modoc21,vs,polemontinctorum,live,FB,,tr,
modoc,modoc21,vs,pypi,live,FB,,tr,
modoc,modoc21,vs,unkforb,live,FB,,tr,
modoc,modoc21,vs,lathryusnotnotched,live,FB,,tr,
modoc,modoc21,vs,pedsem,live,FB,,tr,
modoc,modoc21,vs,phahet,live,FB,,tr,
modoc,modoc21,vs,viopur,live,FB,,tr,
modoc,modoc22,ag,pipo,live,TR,TOV,10,
modoc,modoc22,ag,abco,live,TR,TOV,9,
modoc,modoc22,ag,pipo,dead,TR,TSA,tr,
modoc,modoc22,ag,abco,dead,TR,TSA,tr,
modoc,modoc22,ag,pipo,live,TR,TSA,tr,
modoc,modoc22,ag,abco,live,TR,TSE,tr,
modoc,modoc22,ag,ceve,dead,SH,,1.5,resp
modoc,modoc22,ag,ceve,live,SH,,1,
modoc,modoc22,ag,cepr,live,SH,,2,
modoc,modoc22,ag,rice,live,SH,,tr,
modoc,modoc22,ag,riro,live,SH,,tr,
modoc,modoc22,ag,amut,live,SH,,tr,
modoc,modoc22,ag,purtri,live,SH,,tr,
modoc,modoc22,ag,hiesco,live,FB,,tr,
modoc,modoc22,ag,penneo,live,FB,,tr,
modoc,modoc22,ag,horfus,live,FB,,tr,
modoc,modoc22,ag,fravir,live,FB,,2,
modoc,modoc22,ag,kelgal,live,FB,,3,
modoc,modoc22,ag,liliaceae,live,FB,,tr,no bloom yey
modoc,modoc22,ag,calcoe,live,FB,,tr,
modoc,modoc22,ag,maiste,live,FB,,tr,
modoc,modoc22,ag,lessengia,live,FB,,tr,
modoc,modoc22,ag,chimen,live,FB,,tr,
modoc,modoc22,ag,pypi,live,FB,,tr,
modoc,modoc22,ag,colgra,live,FB,,tr,
modoc,modoc22,ag,coltin,live,FB,,tr,
modoc,modoc22,ag,phahyd,live,FB,,tr,
modoc,modoc22,ag,pedsem,live,FB,,tr,
modoc,modoc22,ag,coltor,live,FB,,tr,
modoc,modoc22,ag,ipoagg,live,FB,,tr,
modoc,modoc22,ag,epilobium,live,FB,,tr,
modoc,modoc22,ag,euphorbia ,live,FB,,tr,
modoc,modoc22,ag,penspe,live,FB,,tr,
modoc,modoc22,ag,gaydif,live,FB,,tr,
modoc,modoc22,ag,elyeli,live,GR,,3,
modoc,modoc22,ag,carex1,live,GR,,tr,
modoc,modoc22,ag,bromus,live,GR,,tr,
modoc,modoc22,ag,goob,live,FB,,tr,
modoc,modoc23,vs,abco,live,TOV,,18,
modoc,modoc23,vs,pipo,live,TOV,,20,
modoc,modoc23,vs,cade,live,TSE,,tr,
modoc,modoc23,vs,abco,live,TSE,,tr,
modoc,modoc23,vs,pipo,live,TSE,,tr,
modoc,modoc23,vs,ceve,live,SH,,20,sm
modoc,modoc23,vs,cepr,live,SH,,4,sl
modoc,modoc23,vs,arpr,live,SH,,tr,
modoc,modoc23,vs,purtri,live,SH,,1,sm
modoc,modoc23,vs,erinau,live,SH,,tr,resp
modoc,modoc23,vs,symo,live,SH,,tr,
modoc,modoc23,vs,symoweird,live,SH,,tr,smaller leaves with fruit and flower? Might just be in symo…... But check
modoc,modoc23,vs,phldif,live,FB,,tr,resp
modoc,modoc23,vs,arpa,dead,SH,,tr,
modoc,modoc23,vs,purtri,dead,SH,,tr,
modoc,modoc23,vs,erinau,dead,SH,,tr,
modoc,modoc23,vs,elymus,live,GR,,1,
modoc,modoc23,vs,bromus,live,GR,,tr,
modoc,modoc23,vs,Achnatherum,live,GR,,tr,
modoc,modoc23,vs,carex1,live,GR,,tr,
modoc,modoc23,vs,kelgal,live,FB,,5,
modoc,modoc23,vs,monodo,live,FB,,1,
modoc,modoc23,vs,heracium,live,FB,,tr,
modoc,modoc23,vs,lessingia,live,FB,,tr,
modoc,modoc23,vs,apoand,live,SH,,tr,
modoc,modoc23,vs,penstemon1,live,FB,,tr,
modoc,modoc23,vs,lathryusnotnotched,live,FB,,tr,
modoc,modoc23,vs,unkherb,live,FB,,tr,
modoc,modoc23,vs,chimen,live,FB,,tr,
modoc,modoc23,vs,pypi,live,FB,,tr,
modoc,modoc23,vs,notlactuca,live,FB,,tr,
modoc,modoc23,vs,euphorbia,live,FB,,tr,
modoc,modoc24,ag,pipo,live,TR,TOV,20,
modoc,modoc24,ag,abco,live,TR,TOV,15,
modoc,modoc24,ag,cade,live,TR,TOV,tr,
modoc,modoc24,ag,abco,live,TR,TSE,tr,
modoc,modoc24,ag,cade,live,TR,TSE,tr,
modoc,modoc24,ag,cade,dead,TR,TSE,tr,
modoc,modoc24,ag,pruema,live,SH,,tr,
modoc,modoc24,ag,pruema,dead,SH,,tr,resp
modoc,modoc24,ag,ceve,dead,SH,,3,resp
modoc,modoc24,ag,ceve,live,SH,,tr,
modoc,modoc24,ag,arpa,live,SH,,tr,
modoc,modoc24,ag,arpa,dead,SH,,4,resp
modoc,modoc24,ag,purtri,live,SH,,tr,
modoc,modoc24,ag,riro,live,SH,,tr,
modoc,modoc24,ag,elyeli,live,GR,,4,
modoc,modoc24,ag,carex1,live,GR,,tr,
modoc,modoc24,ag,bromus,live,GR,,tr,
modoc,modoc24,ag,kelgal,live,FB,,1,
modoc,modoc24,ag,monodo,live,FB,,tr,
modoc,modoc24,ag,madiasmall,live,FB,,tr,
modoc,modoc24,ag,hieracium,live,FB,,tr,
modoc,modoc24,ag,goob,live,FB,,tr,
modoc,modoc24,ag,erinud,live,FB,,tr,
modoc,modoc24,ag,senecio,live,FB,,tr,
modoc,modoc24,ag,penneo,live,FB,,tr,
modoc,modoc24,ag,lacser,live,FB,,tr,
modoc,modoc24,ag,agogra,live,FB,,tr,
modoc,modoc24,ag,fravir,live,FB,,tr,
modoc,modoc24,ag,epilobium,live,FB,,tr,
modoc,modoc24,ag,viopur,live,FB,,tr,
modoc,modoc24,ag,boechera,live,FB,,tr,
modoc,modoc24,ag,pendeu,live,FB,,tr,
modoc,modoc24,ag,stachys,live,FB,,tr,
modoc,modoc24,ag,horfus,live,FB,,tr,
modoc,modoc24,ag,coltor,live,FB,,tr,
modoc,modoc24,ag,gaydif,live,FB,,tr,
modoc,modoc25,vs,cade,live,TR,TOV,3,
modoc,modoc25,vs,abco,live,TR,TOV,3,
modoc,modoc25,vs,pipo,live,TR,TOV,26,
modoc,modoc25,vs,pipow,live,TR,TOV,12,
modoc,modoc25,vs,cade,live,TR,TSA,1,
modoc,modoc25,vs,ceve,live,SH,,4,
modoc,modoc25,vs,cepr,live,SH,,2,
modoc,modoc25,vs,purtri,live,SH,,tr,
modoc,modoc25,vs,cepr,dead,SH,,tr,
modoc,modoc25,vs,purtri,dead,SH,,tr,
modoc,modoc25,vs,ceve,dead,SH,,tr,resprout
modoc,modoc25,vs,pruema,live,SH,,tr,
modoc,modoc25,vs,bromus,live,GR,,,
modoc,modoc25,vs,Achnatherum,live,GR,,,
modoc,modoc25,vs,carex1,live,GR,,,
modoc,modoc25,vs,Castilleja,live,FB,,tr,
modoc,modoc25,vs,Collomia,live,FB,,tr,
modoc,modoc25,vs,penstemon1,live,FB,,tr,
modoc,modoc25,vs,hieracium,live,FB,,tr,
modoc,modoc25,vs,notlactuca,live,FB,,tr,
modoc,modoc25,vs,kelgal,live,FB,,tr,
modoc,modoc25,vs,monodo,live,FB,,2,
modoc,modoc25,vs,herb2,live,FB,,tr,
modoc,modoc25,vs,lessengia,live,FB,,tr,
modoc,modoc25,vs,clarho,live,FB,,tr,
modoc,modoc25,vs,collinsia,live,FB,,tr,
modoc,modoc25,vs,erinud,live,FB,,tr,
modoc,modoc26,ag,abco,live,TR,TOV,25,
modoc,modoc26,ag,abco,live,TR,TSE,12,
modoc,modoc26,ag,cade,live,TR,TOV,tr,
modoc,modoc26,ag,pipo,dead,TR,TOV,tr,
modoc,modoc26,ag,pipo,live,TR,TSE,tr,
modoc,modoc26,ag,cade,live,TR,TSE,tr,
modoc,modoc26,ag,abco,live,TR,TSA,tr,
modoc,modoc26,ag,pruvir,live,SH,,0.5,"large leaf, on plot day before"
modoc,modoc26,ag,apoand,live,SH,,tr,
modoc,modoc26,ag,amut,live,SH,,tr,
modoc,modoc26,ag,symo,live,SH,,tr,
modoc,modoc26,ag,riro,live,SH,,tr,
modoc,modoc26,ag,purtri,live,SH,,0.5,
modoc,modoc26,ag,ceve,live,SH,,tr,
modoc,modoc26,ag,pruema,live,SH,,tr,smallleave
modoc,modoc26,ag,cepr,live,SH,,1,
modoc,modoc26,ag,kelgal,live,FB,,1,
modoc,modoc26,ag,fravir,live,FB,,tr,
modoc,modoc26,ag,lacser,live,FB,,tr,
modoc,modoc26,ag,penneo,live,FB,,tr,
modoc,modoc26,ag,hieracium,live,FB,,tr,
modoc,modoc26,ag,monodo,live,FB,,tr,
modoc,modoc26,ag,phldif,live,FB,,tr,
modoc,modoc26,ag,ipoagg,live,FB,,tr,
modoc,modoc26,ag,carex1,live,GR,,tr,
modoc,modoc26,ag,bromus,live,GR,,tr,
modoc,modoc26,ag,calcoe,live,FB,,tr,
modoc,modoc26,ag,elyeli,live,GR,,tr,
modoc,modoc26,ag,colgra,live,FB,,tr,
modoc,modoc26,ag,clarho,live,FB,,tr,
modoc,modoc26,ag,phahet,live,FB,,tr,
modoc,modoc26,ag,coltor,live,FB,,tr,
modoc,modoc26,ag,gaydif,live,FB,,tr,
modoc,modoc27,vs,pipo,live,TR,TOV,8,
modoc,modoc27,vs,cade,live,TR,TOV,tr,
modoc,modoc27,vs,abco,live,TR,TOV,10,
modoc,modoc27,vs,pipo,live,TR,TSE,tr,
modoc,modoc27,vs,abco,live,TR,TSE,tr,
modoc,modoc27,vs,cepr,live,SH,,3,resp?
modoc,modoc27,vs,ceve,live,SH,,3,
modoc,modoc27,vs,arpa,live,SH,,1,
modoc,modoc27,vs,ribes3,live,SH,,tr,
modoc,modoc27,vs,pruema,live,SH,,1,
modoc,modoc27,vs,erinau,live,SH,,tr,
modoc,modoc27,vs,purtri,live,SH,,tr,
modoc,modoc27,vs,phldif,live,FB,,1,
modoc,modoc27,vs,arpa,dead,SH,,tr,pretreatment 80%
modoc,modoc27,vs,elymus1,live,GR,,tr,
modoc,modoc27,vs,Achnatherum,live,GR,,tr,
modoc,modoc27,vs,carex1,live,GR,,tr,
modoc,modoc27,vs,carex2/3,live,GR,,tr,collected
modoc,modoc27,vs,epilobium,live,FB,,tr,
modoc,modoc27,vs,collinsia,live,FB,,tr,
modoc,modoc27,vs,colgra,live,FB,,tr,
modoc,modoc27,vs,kelgal,live,FB,,tr,
modoc,modoc27,vs,hieracium,live,FB,,tr,
modoc,modoc27,vs,Penstemon1,live,FB,,1,
modoc,modoc27,vs,monodo,live,FB,,1,
modoc,modoc27,vs,Castilleja,live,FB,,tr,
modoc,modoc27,vs,viopur,live,FB,,tr,
modoc,modoc27,vs,clarho,live,FB,,tr,
modoc,modoc28,ag,cade,live,TR,TOV,3,resprouting
modoc,modoc28,ag,abco,live,TR,TSE,tr,
modoc,modoc28,ag,cade,live,TR,TSE,tr,
modoc,modoc28,ag,cepr,live,SH,,10,
modoc,modoc28,ag,pruema,live,SH,,tr,
modoc,modoc28,ag,purtri,live,SH,,tr,
modoc,modoc28,ag,purtri,dead,SH,,2,resp
modoc,modoc28,ag,amut,live,SH,,tr,
modoc,modoc28,ag,amut,dead,SH,,tr,resp
modoc,modoc28,ag,purtri,dead,SH,,tr,resp
modoc,modoc28,ag,arpa,dead,SH,,6,resp
modoc,modoc28,ag,arpa,live,SH,,tr,
modoc,modoc28,ag,prunusstipules,live,SH,,tr,
modoc,modoc28,ag,ceve,live,SH,,tr,
modoc,modoc28,ag,ceve,dead,SH,,tr,resp
modoc,modoc28,ag,riro,live,SH,,tr,
modoc,modoc28,ag,erinau,live,SH,,tr,
modoc,modoc28,ag,phldif,live,FB,,tr,
modoc,modoc28,ag,kelgal,live,FB,,tr,
modoc,modoc28,ag,calcoe,live,FB,,tr,
modoc,modoc28,ag,penneo,live,FB,,tr,
modoc,modoc28,ag,notlactuca,live,FB,,tr,
modoc,modoc28,ag,penspe,live,FB,,tr,
modoc,modoc28,ag,hieracium,live,FB,,tr,
modoc,modoc28,ag,lessengia,live,FB,,tr,
modoc,modoc28,ag,erinud,live,FB,,tr,
modoc,modoc28,ag,castilleja ,live,FB,,tr,
modoc,modoc28,ag,fravir,live,FB,,tr,
modoc,modoc28,ag,monodo,live,FB,,tr,
modoc,modoc28,ag,carex1,live,GR,,tr,
modoc,modoc28,ag,bromus,live,GR,,tr,
modoc,modoc28,ag,SILDOU,live,FB,,tr,
modoc,modoc3,vs,pipo,live,TR,TSE,tr,
modoc,modoc3,vs,pipo,live,TR,TSA,tr,
modoc,modoc3,vs,pipo,live,TR,TOV,????,
modoc,modoc3,vs,abco,live,TR,TSE,tr,
modoc,modoc3,vs,abco,live,TR,TSA,tr,
modoc,modoc3,vs,abco,live,TR,TOV,????,
modoc,modoc3,vs,cade,live,TR,TSE,1,
modoc,modoc3,vs,cade,live,TR,TSA,tr,
modoc,modoc3,vs,hieracium,live,FB,,tr,
modoc,modoc3,vs,maiste,live,FB,,tr,
modoc,modoc3,vs,penneo,live,FB,,tr,
modoc,modoc3,vs,cepr,live,SH,,tr,
modoc,modoc3,vs,carex1,live,GR,,tr,
modoc,modoc3,vs,erinau,live,SH,,tr,
modoc,modoc3,vs,goob,live,FB,,tr,
modoc,modoc3,vs,pypi,live,FB,,tr,
modoc,modoc3,vs,calcoe,live,FB,,tr,
modoc,modoc3,vs,symo,live,SH,,tr,
modoc,modoc3,vs,kelgal,live,FB,,tr,
modoc,modoc3,vs,buchara,live,FB,,tr,collected
modoc,modoc3,vs,purtri,live,FB,,tr,
modoc,modoc3,vs,horfus,live,FB,,tr,
modoc,modoc3,vs,arpa,live,FB,,tr,
modoc,modoc3,vs,Achnatherum,live,GR,,tr,
modoc,modoc3,vs,elyeli,live,GR,,tr,
modoc,modoc3,vs,colgra,live,FB,,tr,
modoc,modoc3,vs,elygla,live,GR,,tr,
modoc,modoc3,vs,IPOAGG,live,FB,,tr,
modoc,modoc3,vs,notlactuca,live,FB,,tr,
modoc,modoc3,vs,apoand,live,SH,,tr,
modoc,modoc3,vs,amut,live,SH,,tr,
modoc,modoc3,vs,phyhyd,live,FB,,tr,
modoc,modoc3,vs,ceanothus2,live,SH,,tr,
modoc,modoc3,vs,claytonia,live,FB,,tr,collected
modoc,modoc5,vs,abco,live,TR,TOV,65,
modoc,modoc5,vs,abco,dead,TR,TOV,tr,
modoc,modoc5,vs,abco,live,TR,TSA,5,
modoc,modoc5,vs,abco,live,TR,TSE,tr,
modoc,modoc5,vs,cade,live,TR,TSA,1,
modoc,modoc5,vs,pipo,live,TR,TOV,5,
modoc,modoc5,vs,pipo,dead,TR,TOV,1,
modoc,modoc5,vs,cade,live,TR,TSE,tr,
modoc,modoc5,vs,symo,live,SH,,tr,
modoc,modoc5,vs,pypi,live,FB,,tr,
modoc,modoc5,vs,apoand,live,SH,,tr,
modoc,modoc5,vs,pteand,live,FB,,tr,
modoc,modoc5,vs,penneo,live,FB,,tr,
modoc,modoc5,vs,goob,live,FB,,tr,
modoc,modoc5,vs,maiste,live,FB,,tr,
modoc,modoc5,vs,kelgal,live,FB,,tr,
modoc,modoc5,vs,ribessmallleaf,live,SH,,tr,photo
